used,"x, 2theta (deg)",obs,calc,bkg,diff,Gd1.5Mn0.25Zr2.25O7,tick-pos,diff/sigma,Axis-limits
1,30.35,18280,17966.44773,17960.7342,-2308.707729, , ,0.108729419, 
1,30.36,18336.7,17963.94323,17958.24295,-2249.503233, , ,3.842331127, 
1,30.37,18390,17961.43856,17955.75144,-2193.698562, , ,0.67301978, 
1,30.38,18806.7,17958.93373,17953.25966,-1774.49373, , ,-1.126937409, 
1,30.39,18323.3,17956.42873,17950.7676,-2255.388726, , ,1.696546745, 
1,30.4,18796.7,17953.92356,17948.27529,-1779.483563, , ,1.323866198, 
1,30.41,18590,17951.41823,17945.7827,-1983.67823, , ,0.843488809, 
1,30.42,18366.7,17948.91274,17943.28986,-2204.472737, , ,1.606725106, 
1,30.43,18493.3,17946.40708,17940.79675,-2075.367083, , ,1.294789973, 
1,30.44,18406.7,17943.90127,17938.30338,-2159.461268, , ,0.87535763, 
1,30.45,18143.3,17941.3953,17935.80975,-2420.355298, , ,1.300526492, 
1,30.46,18366.7,17938.88916,17933.31586,-2194.449164, , ,0.009054709, 
1,30.47,18450,17936.38288,17930.82172,-2108.642881, , ,0.817503028, 
1,30.48,18726.7,17933.87644,17928.32732,-1829.436437, , ,0.903056037, 
1,30.49,18350,17931.36985,17925.83267,-2203.629845, , ,2.234023135, 
1,30.5,18376.7,17928.8631,17923.33777,-2174.423098, , ,3.387246871, 
1,30.51,18696.7,17926.35621,17920.84262,-1851.916205, , ,2.423082151, 
1,30.52,18276.7,17923.84916,17918.34723,-2269.40916, , ,2.905129769, 
1,30.53,18463.3,17921.34197,17915.85159,-2080.301973, , ,3.155760609, 
1,30.54,18273.3,17918.83464,17913.35571,-2267.794636, , ,1.214245434, 
1,30.55,18360,17916.32716,17910.85958,-2178.587161, , ,0.189107393, 
1,30.56,18290,17913.81954,17908.36322,-2246.07954, , ,1.058797575, 
1,30.57,18130,17911.31179,17905.86661,-2403.571786, , ,1.033039191, 
1,30.58,18396.7,17908.80389,17903.36978,-2134.363889, , ,0.665969255, 
1,30.59,18560,17906.29586,17900.87271,-1968.55586, , ,3.808831802, 
1,30.6,18316.7,17903.78769,17898.37541,-2209.347694, , ,4.180020954, 
1,30.61,18220,17901.2794,17895.87788,-2303.539401, , ,-0.037217769, 
1,30.62,18013.3,17898.77097,17893.38012,-2507.730974, , ,0.576300714, 
1,30.63,18186.7,17896.26242,17890.88214,-2331.822425, , ,0.761072024, 
1,30.64,18330,17893.75375,17888.38393,-2186.013745, , ,0.067114615, 
1,30.65,18120,17891.24495,17885.88551,-2393.504948, , ,0.722459073, 
1,30.66,18266.7,17888.73602,17883.38687,-2244.296025, , ,2.161442703, 
1,30.67,18540,17886.22699,17880.88801,-1968.486985, , ,0.638518214, 
1,30.68,17720,17883.71783,17878.38894,-2785.97783, , ,1.18399886, 
1,30.69,17896.7,17881.20856,17875.88966,-2606.76856, , ,3.21130659, 
1,30.7,18643.3,17878.69918,17873.39017,-1857.659182, , ,3.706741559, 
1,30.71,17930,17876.18969,17870.89047,-2568.449689, , ,5.287193415, 
1,30.72,18233.3,17873.6801,17868.39058,-2262.640095, , ,3.515930004, 
1,30.73,18113.3,17871.17039,17865.89048,-2380.130392, , ,-0.058076432, 
1,30.74,18593.3,17868.66059,17863.39018,-1897.620592, , ,-0.677568486, 
1,30.75,18416.7,17866.15069,17860.88969,-2071.710688, , ,-1.23600266, 
1,30.76,18330,17863.64069,17858.389,-2155.900692, , ,-2.168992, 
1,30.77,18023.3,17861.1306,17855.88812,-2460.090598, , ,-0.183005344, 
1,30.78,18063.3,17858.62042,17853.38706,-2417.580417, , ,1.608294438, 
1,30.79,18236.7,17856.11014,17850.88581,-2241.670142, , ,-0.02191627, 
1,30.8,18120,17853.59979,17848.38438,-2355.859787, , ,-0.885488146, 
1,30.81,17926.7,17851.08934,17845.88276,-2546.649345, , ,0.892447635, 
1,30.82,17950,17848.57883,17843.38098,-2520.838826, , ,-3.028911867, 
1,30.83,17926.7,17846.06823,17840.87901,-2541.628226, , ,1.501269329, 
1,30.84,18063.3,17843.55756,17838.37688,-2402.517556, , ,-3.203241008, 
1,30.85,18316.7,17841.04681,17835.87458,-2146.60681, , ,-2.056257682, 
1,30.86,18320,17838.536,17833.37211,-2140.796, , ,-0.786457202, 
1,30.87,18020,17836.02512,17830.86948,-2438.28512, , ,-2.805797094, 
1,30.88,18293.3,17833.51418,17828.36669,-2162.474182, , ,1.531035941, 
1,30.89,18020,17831.00318,17825.86374,-2433.263181, , ,1.3375471, 
1,30.9,18033.3,17828.49213,17823.36064,-2417.452127, , ,-0.482993644, 
1,30.91,17890,17825.98102,17820.85739,-2558.241016, , ,-1.008955714, 
1,30.92,17976.7,17823.46986,17818.354,-2469.029857, , ,-1.208550292, 
1,30.93,18523.3,17820.95865,17815.85045,-1919.918651, , ,0.554405408, 
1,30.94,18546.7,17818.4474,17813.34677,-1894.007403, , ,-2.426345949, 
1,30.95,18276.7,17815.93612,17810.84295,-2161.496115, , ,1.650856733, 
1,30.96,18173.3,17813.42479,17808.33899,-2262.384787, , ,-0.021079874, 
1,30.97,18230,17810.91343,17805.8349,-2203.17343, , ,-2.242562519, 
1,30.98,18333.3,17808.40204,17803.33069,-2097.362038, , ,2.070376074, 
1,30.99,18090,17805.89062,17800.82634,-2338.150624, , ,-1.218828772, 
1,31,18603.3,17803.37918,17798.32188,-1822.339182, , ,2.811777808, 
1,31.01,18590,17800.86772,17795.8173,-1833.127725, , ,1.039189514, 
1,31.02,18636.7,17798.35625,17793.3126,-1783.916247, , ,-1.261929961, 
1,31.03,18370,17795.84476,17790.80779,-2048.104761, , ,-1.733343073, 
1,31.04,18666.7,17793.33326,17788.30287,-1748.893263, , ,2.271714161, 
1,31.05,18343.3,17790.82176,17785.79784,-2069.781762, , ,-2.039071711, 
1,31.06,18396.7,17788.31026,17783.29271,-2013.870256, , ,-1.253074013, 
1,31.07,18130,17785.79876,17780.78749,-2278.058756, , ,-1.219492832, 
1,31.08,18016.7,17783.28726,17778.28217,-2388.847257, , ,1.069493834, 
1,31.09,17663.3,17780.77577,17775.77676,-2739.735773, , ,3.261642768, 
1,31.1,17786.7,17778.2643,17773.27125,-2613.824297, , ,3.316478088, 
1,31.11,17973.3,17775.75284,17770.76567,-2424.712843, , ,0.907377274, 
1,31.12,18310,17773.24141,17768.26,-2085.501405, , ,0.983441672, 
1,31.13,18160,17770.73,17765.75426,-2232.989997, , ,-0.980784197, 
1,31.14,18046.7,17768.21861,17763.24844,-2343.778614, , ,-3.30884204, 
1,31.15,17880,17765.70727,17760.74255,-2507.967267, , ,1.163821137, 
1,31.16,17610,17763.19595,17758.2366,-2775.455954, , ,0.604923878, 
1,31.17,17576.7,17760.68468,17755.73058,-2806.244683, , ,-1.502454588, 
1,31.18,17883.3,17758.17346,17753.2245,-2497.133457, , ,-0.324146541, 
1,31.19,17673.3,17755.66228,17750.71837,-2704.622281, , ,1.521479792, 
1,31.2,17663.3,17753.15116,17748.21219,-2712.11116, , ,-3.001994315, 
1,31.21,17753.3,17750.64009,17745.70596,-2619.600092, , ,-0.725079692, 
1,31.22,17976.7,17748.12909,17743.19968,-2393.68909, , ,-3.06023982, 
1,31.23,17616.7,17745.61815,17740.69336,-2751.17815, , ,-2.989358494, 
1,31.24,17730,17743.10728,17738.18701,-2635.367284, , ,-1.733247072, 
1,31.25,17573.3,17740.59649,17735.68062,-2789.556489, , ,-0.774432225, 
1,31.26,17276.7,17738.08578,17733.17421,-3083.645777, , ,-0.50588452, 
1,31.27,17683.3,17735.57514,17730.66777,-2674.535144, , ,1.737277913, 
1,31.28,17603.3,17733.0646,17728.1613,-2752.024603, , ,-1.655587336, 
1,31.29,17916.7,17730.55415,17725.65482,-2436.11415, , ,-0.012182444, 
1,31.3,17793.3,17728.0438,17723.14833,-2557.003798, , ,-0.03267328, 
1,31.31,17336.7,17725.53354,17720.64183,-3011.093543, , ,0.585199189, 
1,31.32,17606.7,17723.0234,17718.13532,-2738.583398, , ,-0.318613902, 
1,31.33,17770,17720.51336,17715.62881,-2572.773359, , ,1.311459138, 
1,31.34,17743.3,17718.00344,17713.12231,-2596.963439, , ,0.057090482, 
1,31.35,18086.7,17715.49364,17710.61581,-2251.053635, , ,-1.588203823, 
1,31.36,17746.7,17712.98396,17708.10932,-2588.543959, , ,1.069224259, 
1,31.37,17603.3,17710.47441,17705.60284,-2729.434409, , ,-0.544725476, 
1,31.38,17893.3,17707.965,17703.09639,-2436.924996, , ,0.49378524, 
1,31.39,17573.3,17705.45572,17700.58995,-2754.415718, , ,-5.176615458, 
1,31.4,17946.7,17702.94659,17698.08355,-2378.506587, , ,-2.544507357, 
1,31.41,17530,17700.4376,17695.57717,-2792.697601, , ,0.043584875, 
1,31.42,17683.3,17697.92877,17693.07083,-2636.888771, , ,-1.788818131, 
1,31.43,17776.7,17695.4201,17690.56453,-2540.980098, , ,-0.341832846, 
1,31.44,17830,17692.91159,17688.05828,-2485.171589, , ,-1.574739418, 
1,31.45,17703.3,17690.40325,17685.55207,-2609.36325, , ,-0.107593362, 
1,31.46,17416.7,17687.89508,17683.04591,-2893.45508, , ,0.175606222, 
1,31.47,17750,17685.38709,17680.53981,-2557.647093, , ,-1.773162858, 
1,31.48,17403.3,17682.87929,17678.03377,-2901.839286, , ,1.136468076, 
1,31.49,17510,17680.37167,17675.5278,-2792.63167, , ,1.240306221, 
1,31.5,17576.7,17677.86425,17673.02189,-2723.424246, , ,-1.032985493, 
1,31.51,17590,17675.35702,17670.51606,-2707.617024, , ,-0.571097336, 
1,31.52,17920,17672.85,17668.01031,-2375.110003, , ,0.931638401, 
1,31.53,17580,17670.34319,17665.50463,-2712.603195, , ,-0.812136924, 
1,31.54,17620,17667.8366,17662.99905,-2670.096599, , ,1.533084418, 
1,31.55,17670,17665.33023,17660.49355,-2617.590226, , ,1.656245571, 
1,31.56,17453.3,17662.82408,17657.98816,-2831.784076, , ,1.669286635, 
1,31.57,17723.3,17660.31816,17655.48286,-2559.278162, , ,-1.481044323, 
1,31.58,17523.3,17657.81248,17652.97766,-2756.77248, , ,0.96426899, 
1,31.59,17620,17655.30704,17650.47257,-2657.567044, , ,-3.40835028, 
1,31.6,17546.7,17652.80185,17647.9676,-2728.361854, , ,-0.192362848, 
1,31.61,17636.7,17650.29692,17645.46275,-2635.85692, , ,0.241826108, 
1,31.62,17870,17647.79224,17642.95801,-2400.052242, , ,-2.061756588, 
1,31.63,17943.3,17645.28783,17640.4534,-2324.247832, , ,-0.00662722, 
1,31.64,17636.7,17642.78369,17637.94893,-2628.34369, , ,0.024779669, 
1,31.65,18190,17640.27983,17635.44459,-2072.539828, , ,3.216612319, 
1,31.66,17846.7,17637.77624,17632.94039,-2413.336245, , ,0.42111978, 
1,31.67,17706.7,17635.27295,17630.43633,-2550.832952, , ,1.517610658, 
1,31.68,17930,17632.76995,17627.93242,-2325.029953, , ,2.099773566, 
1,31.69,17340,17630.26725,17625.42867,-2912.527254, , ,1.133504722, 
1,31.7,17596.7,17627.76486,17622.92508,-2653.324863, , ,1.517995421, 
1,31.71,17436.7,17625.26278,17620.42165,-2810.82278, , ,-2.382748008, 
1,31.72,17770,17622.76102,17617.91838,-2475.02102, , ,0.082492306, 
1,31.73,17533.3,17620.25958,17615.41529,-2709.21958, , ,-0.562834256, 
1,31.74,17580,17617.75847,17612.91238,-2660.018475, , ,0.696864989, 
1,31.75,17480,17615.2577,17610.40964,-2757.517703, , ,1.191719518, 
1,31.76,17740,17612.75728,17607.90709,-2495.017277, , ,2.193503136, 
1,31.77,17513.3,17610.2572,17605.40474,-2719.217198, , ,-0.365465075, 
1,31.78,17576.7,17607.75748,17602.90258,-2653.317477, , ,1.604211526, 
1,31.79,17793.3,17605.25812,17600.40062,-2434.218116, , ,-2.147593957, 
1,31.8,17376.7,17602.75913,17597.89886,-2848.319126, , ,2.187083214, 
1,31.81,17430,17600.26051,17595.39732,-2792.520509, , ,-0.197238823, 
1,31.82,17933.3,17597.76228,17592.89599,-2286.722276, , ,3.382800422, 
1,31.83,17473.3,17595.26443,17590.39488,-2744.224428, , ,0.97096151, 
1,31.84,17333.3,17592.76698,17587.89399,-2881.726979, , ,2.439250435, 
1,31.85,17603.3,17590.26993,17585.39333,-2609.229928, , ,0.928670336, 
1,31.86,17400,17587.77329,17582.89291,-2810.033289, , ,0.660886589, 
1,31.87,17960,17585.27706,17580.39272,-2247.537063, , ,-0.192804166, 
1,31.88,17526.7,17582.78126,17577.89278,-2678.341261, , ,-1.460965111, 
1,31.89,17506.7,17580.28589,17575.39308,-2695.845886, , ,1.330665449, 
1,31.9,17650,17577.79095,17572.89364,-2550.050949, , ,-2.171031152, 
1,31.91,17546.7,17575.29645,17570.39446,-2650.856454, , ,1.818296421, 
1,31.92,17860,17572.80241,17567.89553,-2335.06241, , ,0.520395995, 
1,31.93,17730,17570.30882,17565.39688,-2462.568823, , ,-1.31322613, 
1,31.94,17710,17567.8157,17562.8985,-2480.075701, , ,-2.252301775, 
1,31.95,17383.3,17565.32305,17560.40039,-2804.283052, , ,-1.570633513, 
1,31.96,17690,17562.83088,17557.90257,-2495.090881, , ,-1.415306518, 
1,31.97,17766.7,17560.3392,17555.40504,-2415.899198, , ,0.188946622, 
1,31.98,17263.3,17557.84801,17552.90779,-2916.808008, , ,-0.063697368, 
1,31.99,17586.7,17555.35732,17550.41085,-2590.917321, , ,-1.407564781, 
1,32,17640,17552.86714,17547.9142,-2535.127142, , ,-3.110640834, 
1,32.01,17796.7,17550.37748,17545.41787,-2375.937482, , ,-0.169760954, 
1,32.02,18130,17547.88834,17542.92184,-2040.148345, , ,-3.772218451, 
1,32.03,17723.3,17545.39974,17540.42613,-2444.359742, , ,0.585505795, 
1,32.04,17593.3,17542.91168,17537.93074,-2571.871678, , ,-0.143666787, 
1,32.05,17163.3,17540.42417,17535.43568,-2999.384165, , ,0.346415214, 
1,32.06,17656.7,17537.93721,17532.94095,-2503.497207, , ,0.473899036, 
1,32.07,17570,17535.45081,17530.44656,-2587.710815, , ,1.567487731, 
1,32.08,17416.7,17532.96499,17527.95251,-2738.524994, , ,-2.022855678, 
1,32.09,17646.7,17530.47976,17525.45881,-2506.039756, , ,-1.641987876, 
1,32.1,17720,17527.99511,17522.96545,-2430.255106, , ,-0.170372223, 
1,32.11,17283.3,17525.51106,17520.47246,-2864.471056, , ,-3.228754623, 
1,32.12,17490,17523.02761,17517.97982,-2655.287611, , ,-0.621633513, 
1,32.13,17376.7,17520.54478,17515.48756,-2766.104783, , ,0.433906141, 
1,32.14,17776.7,17518.06258,17512.99566,-2363.622576, , ,-2.361372565, 
1,32.15,17596.7,17515.581,17510.50414,-2541.141005, , ,-2.857879298, 
1,32.16,17570,17513.10007,17508.01301,-2565.360073, , ,-0.75718314, 
1,32.17,17093.3,17510.61979,17505.52226,-3039.579792, , ,1.450172, 
1,32.18,17203.3,17508.14017,17503.0319,-2927.100172, , ,-0.234456949, 
1,32.19,17410,17505.66122,17500.54194,-2717.921221, , ,-1.091287386, 
1,32.2,17616.7,17503.18295,17498.05238,-2508.742948, , ,-1.287770349, 
1,32.21,17686.7,17500.70536,17495.56323,-2436.265362, , ,-0.820719326, 
1,32.22,17886.7,17498.22847,17493.07449,-2233.788473, , ,-0.789201427, 
1,32.23,17603.3,17495.75229,17490.58617,-2514.712292, , ,0.244091208, 
1,32.24,17690,17493.27683,17488.09828,-2425.536827, , ,1.855440542, 
1,32.25,17396.7,17490.80209,17485.61081,-2716.362086, , ,3.004573156, 
1,32.26,17583.3,17488.32808,17483.12377,-2527.288082, , ,1.578980441, 
1,32.27,17230,17485.85483,17480.63717,-2878.114827, , ,-0.704329507, 
1,32.28,17483.3,17483.38233,17478.15102,-2622.342327, , ,0.803973522, 
1,32.29,17313.3,17480.91059,17475.66531,-2789.870592, , ,2.566009628, 
1,32.3,17246.7,17478.43964,17473.18006,-2853.999636, , ,0.112679304, 
1,32.31,17493.3,17475.96947,17470.69526,-2604.929469, , ,-2.45290095, 
1,32.32,17413.3,17473.5001,17468.21093,-2682.4601, , ,-1.616425352, 
1,32.33,17436.7,17471.03154,17465.72707,-2656.591538, , ,-2.490305981, 
1,32.34,17530,17468.5638,17463.24368,-2560.823799, , ,-0.688871069, 
1,32.35,17860,17466.09689,17460.76078,-2228.356892, , ,-1.695804341, 
1,32.36,17720,17463.63083,17458.27835,-2365.890828, , ,0.936865572, 
1,32.37,17736.7,17461.16562,17455.79642,-2346.725616, , ,-1.666474981, 
1,32.38,17706.7,17458.70127,17453.31498,-2374.261272, , ,0.034355219, 
1,32.39,17726.7,17456.23781,17450.83404,-2351.797806, , ,-1.569423179, 
1,32.4,17606.7,17453.77523,17448.35361,-2469.335231, , ,0.084524264, 
1,32.41,17423.3,17451.31355,17445.87369,-2650.273555, , ,-0.576378656, 
1,32.42,17930,17448.85279,17443.39428,-2141.112794, , ,-0.574977409, 
1,32.43,17316.7,17446.39296,17440.9154,-2751.952962, , ,-0.322350637, 
1,32.44,17546.7,17443.93407,17438.43704,-2519.494069, , ,-0.481820947, 
1,32.45,17770,17441.47613,17435.95921,-2293.736128, , ,-0.917666536, 
1,32.46,17810,17439.01915,17433.48192,-2251.279151, , ,-1.586809376, 
1,32.47,17320,17436.56315,17431.00517,-2738.823154, , ,-2.934361002, 
1,32.48,17486.7,17434.10815,17428.52897,-2569.66815, , ,-2.075122519, 
1,32.49,17743.3,17431.65415,17426.05332,-2310.614152, , ,1.521454823, 
1,32.5,17433.3,17429.20117,17423.57823,-2618.161173, , ,-0.853577016, 
1,32.51,17453.3,17426.74923,17421.10371,-2595.709228, , ,1.767853938, 
1,32.52,17143.3,17424.29833,17418.62975,-2903.258334, , ,-3.109834101, 
1,32.53,17300,17421.8485,17416.15636,-2744.108502, , ,-0.401728187, 
1,32.54,17606.7,17419.39975,17413.68355,-2434.959747, , ,-2.183791628, 
1,32.55,17426.7,17416.95209,17411.21133,-2612.512086, , ,3.131788608, 
1,32.56,17233.3,17414.50554,17408.73969,-2803.465535, , ,-1.565629548, 
1,32.57,17323.3,17412.06011,17406.26865,-2711.020109, , ,0.339473444, 
1,32.58,17290,17409.61582,17403.79821,-2741.875821, , ,-2.249306696, 
1,32.59,17226.7,17407.17269,17401.32838,-2802.732691, , ,-0.128009282, 
1,32.6,17746.7,17404.73074,17398.85915,-2280.290736, , ,0.827325085, 
1,32.61,17393.3,17402.28997,17396.39054,-2631.249972, , ,-3.437629785, 
1,32.62,17390,17399.85041,17393.92255,-2632.110412, , ,-0.790913048, 
1,32.63,17673.3,17397.41208,17391.45519,-2346.37208, , ,-2.959896176, 
1,32.64,17420,17394.97499,17388.98846,-2597.234993, , ,-0.597720657, 
1,32.65,17420,17392.53917,17386.52236,-2594.799166, , ,-1.553333466, 
1,32.66,17143.3,17390.10462,17384.05691,-2869.064617, , ,-2.236720614, 
1,32.67,17543.3,17387.67137,17381.5921,-2466.63137, , ,-2.689434399, 
1,32.68,16950,17385.23944,17379.12795,-3057.499442, , ,-2.41847486, 
1,32.69,17070,17382.80885,17376.66445,-2935.068853, , ,-1.010362879, 
1,32.7,16890,17380.37962,17374.20162,-3112.639622, , ,-0.765802852, 
1,32.71,17240,17377.95177,17371.73946,-2760.21177, , ,-1.889750983, 
1,32.72,17430,17375.52532,17369.27797,-2567.78532, , ,-2.906552442, 
1,32.73,17093.3,17373.10029,17366.81715,-2902.060294, , ,1.654429571, 
1,32.74,17343.3,17370.67671,17364.35703,-2649.63671, , ,-1.529370206, 
1,32.75,17276.7,17368.25459,17361.89759,-2713.814594, , ,-0.107131535, 
1,32.76,17066.7,17365.83397,17359.43884,-2921.393969, , ,0.248143445, 
1,32.77,17186.7,17363.41486,17356.9808,-2798.974859, , ,-1.730741197, 
1,32.78,17360,17360.99729,17354.52346,-2623.257286, , ,0.359820539, 
1,32.79,17150,17358.58128,17352.06684,-2830.841276, , ,2.557431561, 
1,32.8,17130,17356.16686,17349.61092,-2848.426855, , ,-0.798058387, 
1,32.81,17073.3,17353.75405,17347.15573,-2902.71405, , ,-1.882223691, 
1,32.82,17103.3,17351.34289,17344.70127,-2870.302887, , ,3.282639016, 
1,32.83,17430,17348.93339,17342.24754,-2541.193389, , ,-2.757400176, 
1,32.84,16930,17346.52559,17339.79454,-3038.78559, , ,-0.075448286, 
1,32.85,17146.7,17344.11952,17337.34229,-2819.679517, , ,-1.902465833, 
1,32.86,17010,17341.7152,17334.89079,-2953.975199, , ,0.28224747, 
1,32.87,17273.3,17339.31266,17332.44003,-2688.272665, , ,-2.242669729, 
1,32.88,16990,17336.91195,17329.99004,-2969.171948, , ,-2.425566566, 
1,32.89,17126.7,17334.51308,17327.54081,-2830.07308, , ,-1.58009997, 
1,32.9,17243.3,17332.11609,17325.09235,-2711.076093, , ,1.149553334, 
1,32.91,17373.3,17329.72102,17322.64466,-2578.681019, , ,2.292735153, 
1,32.92,16886.7,17327.3279,17320.19775,-3062.887895, , ,-1.501672266, 
1,32.93,17263.3,17324.93676,17317.75163,-2683.896756, , ,-3.51946177, 
1,32.94,16800,17322.54764,17315.3063,-3144.807641, , ,-2.2703991, 
1,32.95,17556.7,17320.16058,17312.86176,-2385.720582, , ,0.28711465, 
1,32.96,17360,17317.77562,17310.41802,-2580.035621, , ,-0.128310246, 
1,32.97,17043.3,17315.3928,17307.97509,-2894.352798, , ,-4.208341239, 
1,32.98,17463.3,17313.01216,17305.53297,-2471.972155, , ,-2.860276496, 
1,32.99,17270,17310.63373,17303.09166,-2662.893733, , ,-2.910061108, 
1,33,17396.7,17308.25757,17300.65118,-2533.817574, , ,-0.922382454, 
1,33.01,17236.7,17305.88373,17298.21152,-2691.443725, , ,-2.562860539, 
1,33.02,17146.7,17303.51223,17295.7727,-2779.072233, , ,0.827792528, 
1,33.03,16876.7,17301.14314,17293.33471,-3046.703144, , ,-5.543964755, 
1,33.04,17293.3,17298.77651,17290.89757,-2627.736506, , ,2.054968565, 
1,33.05,17233.3,17296.41237,17288.46127,-2685.372373, , ,-2.866552623, 
1,33.06,17333.3,17294.0508,17286.02583,-2583.010797, , ,0.253499321, 
1,33.07,17546.7,17291.69183,17283.59125,-2367.251831, , ,-4.518647372, 
1,33.08,17406.7,17289.33553,17281.15753,-2504.895529, , ,0.169251661, 
1,33.09,16743.3,17286.98195,17278.72468,-3165.941953, , ,-0.511015826, 
1,33.1,17163.3,17284.63116,17276.2927,-2743.591161, , ,-0.497978358, 
1,33.11,17190,17282.28321,17273.8616,-2714.543215, , ,-1.744370709, 
1,33.12,17573.3,17279.93818,17271.43139,-2328.898178, , ,-1.638931117, 
1,33.13,17183.3,17277.59612,17269.00206,-2716.556117, , ,-2.567711343, 
1,33.14,17280,17275.2571,17266.57364,-2617.517103, , ,-2.157245447, 
1,33.15,17723.3,17272.9212,17264.14611,-2171.881204, , ,1.975105158, 
1,33.16,17406.7,17270.58849,17261.71949,-2486.148492, , ,-2.49328989, 
1,33.17,17590,17268.25905,17259.29378,-2300.519047, , ,-1.617096672, 
1,33.18,17680,17265.93295,17256.86898,-2208.192948, , ,-0.700259448, 
1,33.19,17610,17263.61028,17254.44511,-2275.870276, , ,-1.115107915, 
1,33.2,17756.7,17261.29112,17252.02216,-2126.851115, , ,-0.71431611, 
1,33.21,17856.7,17258.97555,17249.60015,-2024.535553, , ,0.724589774, 
1,33.22,18036.7,17256.66369,17247.17907,-1842.223685, , ,-1.106333328, 
1,33.23,18100,17254.35561,17244.75893,-1776.615606, , ,-1.432970997, 
1,33.24,18006.7,17252.05141,17242.33975,-1867.611411, , ,-0.593325609, 
1,33.25,18010,17249.75121,17239.92151,-1862.011206, , ,-2.045128429, 
1,33.26,17273.3,17247.4551,17237.50423,-2596.415098, , ,-1.485111545, 
1,33.27,17186.7,17245.1632,17235.08792,-2680.723199, , ,-0.393518691, 
1,33.28,17533.3,17242.87562,17232.67257,-2331.835624, , ,-2.106399105, 
1,33.29,17436.7,17240.59249,17230.2582,-2426.152494, , ,-0.128348351, 
1,33.3,17706.7,17238.31393,17227.8448,-2153.873934, , ,-2.759129294, 
1,33.31,17533.3,17236.04008,17225.43239,-2325.000078, , ,-2.250889435, 
1,33.32,17506.7,17233.77106,17223.02097,-2349.331062, , ,-3.588132038, 
1,33.33,17713.3,17231.50703,17220.61054,-2140.467025, , ,-0.964318477, 
1,33.34,17330,17229.24812,17218.20112,-2521.508121, , ,-3.214762326, 
1,33.35,17246.7,17226.9945,17215.79269,-2602.554504, , ,-4.279761486, 
1,33.36,17896.7,17224.74634,17213.38528,-1950.306335, , ,-3.252640619, 
1,33.37,17340,17222.50378,17210.97888,-2504.763784, , ,-2.80111472, 
1,33.38,17590,17220.26703,17208.5735,-2252.527031, , ,-1.039171427, 
1,33.39,17540,17218.03626,17206.16915,-2300.296259, , ,-1.955283075, 
1,33.4,17526.7,17215.81166,17203.76582,-2311.371665, , ,-1.256745302, 
1,33.41,17606.7,17213.59345,17201.36353,-2229.153449, , ,-0.959770517, 
1,33.42,17096.7,17211.38183,17198.96228,-2736.941827, , ,-1.343889446, 
1,33.43,17563.3,17209.17702,17196.56208,-2268.137023, , ,-2.413238201, 
1,33.44,17583.3,17206.97927,17194.16293,-2245.939272, , ,-1.417883738, 
1,33.45,17300,17204.78881,17191.76483,-2527.048814, , ,-2.611657356, 
1,33.46,17216.7,17202.60591,17189.3678,-2608.165913, , ,-4.390836502, 
1,33.47,17443.3,17200.43084,17186.97183,-2379.390839, , ,-2.98878579, 
1,33.48,17190,17198.26388,17184.57693,-2630.523876, , ,-1.767906111, 
1,33.49,17196.7,17196.10532,17182.18311,-2621.665324, , ,-2.175188133, 
1,33.5,17436.7,17193.9555,17179.79036,-2379.515497, , ,-3.249858569, 
1,33.51,17116.7,17191.81473,17177.39871,-2697.37473, , ,-4.36011603, 
1,33.52,17420,17189.68337,17175.00815,-2391.943371, , ,-3.239053608, 
1,33.53,17193.3,17187.56179,17172.61868,-2616.521785, , ,-4.788126658, 
1,33.54,17283.3,17185.45036,17170.23031,-2524.410365, , ,-2.443128519, 
1,33.55,17370,17183.34952,17167.84306,-2435.609519, , ,-2.289664463, 
1,33.56,17446.7,17181.25968,17165.45691,-2356.81968, , ,-6.675735658, 
1,33.57,17000,17179.18131,17163.07188,-2801.441305, , ,-2.000040418, 
1,33.58,17350,17177.11488,17160.68797,-2449.374876, , ,-5.735661322, 
1,33.59,17113.3,17175.06091,17158.30519,-2684.020908, , ,-3.383378884, 
1,33.6,16763.3,17173.01994,17155.92354,-3031.979942, , ,-3.071325762, 
1,33.61,16850,17170.99255,17153.54302,-2943.252547, , ,-6.321049633, 
1,33.62,16903.3,17168.97933,17151.16365,-2887.939333, , ,-3.296524344, 
1,33.63,17286.7,17166.98095,17148.78543,-2502.540949, , ,-6.710926321, 
1,33.64,17036.7,17164.99808,17146.40835,-2750.558076, , ,-3.013542052, 
1,33.65,17793.3,17163.03144,17144.03244,-1991.991444, , ,-5.403395131, 
1,33.66,16893.3,17161.08183,17141.65768,-2890.041826, , ,-6.17235417, 
1,33.67,17120,17159.15004,17139.2841,-2661.410045, , ,-6.280048596, 
1,33.68,17300,17157.23698,17136.91168,-2479.496978, , ,-8.340227558, 
1,33.69,17460,17155.34356,17134.54044,-2317.603561, , ,-6.655375938, 
1,33.7,17543.3,17153.47079,17132.17038,-2232.430789, , ,-8.40443177, 
1,33.71,17166.7,17151.61973,17129.80151,-2607.179731, , ,-6.054345215, 
1,33.72,16903.3,17149.79152,17127.43383,-2868.751523, , ,-7.222321142, 
1,33.73,17073.3,17147.98738,17125.06735,-2696.947383, , ,-8.294978486, 
1,33.74,17733.3,17146.20861,17122.70207,-2035.168613, , ,-8.68688587, 
