used,"x, 2theta (deg)",obs,calc,bkg,diff,Gd1.5Mn0.25Zr2.25O7,tick-pos,diff/sigma,Axis-limits
1,31.05,18343.3,18000.66449,17785.79784,-2279.62449, , ,-1.908365882, 
1,31.06,18396.7,17995.10549,17783.29271,-2220.665492, , ,-1.121813726, 
1,31.07,18130,17989.61554,17780.78749,-2481.875536, , ,-1.087347529, 
1,31.08,18016.7,17984.1926,17778.28217,-2589.752604, , ,1.201551141, 
1,31.09,17663.3,17978.83471,17775.77676,-2937.794706, , ,3.393655935, 
1,31.1,17786.7,17973.54005,17773.27125,-2809.100049, , ,3.449379077, 
1,31.11,17973.3,17968.30679,17770.76567,-2617.266787, , ,1.042262783, 
1,31.12,18310,17963.1332,17768.26,-2275.3932, , ,1.11923065, 
1,31.13,18160,17958.01762,17765.75426,-2420.277623, , ,-0.843162299, 
1,31.14,18046.7,17952.95842,17763.24844,-2528.518418, , ,-3.169191883, 
1,31.15,17880,17947.95403,17760.74255,-2690.214026, , ,1.302395482, 
1,31.16,17610,17943.00298,17758.2366,-2955.262975, , ,0.744729745, 
1,31.17,17576.7,17938.10376,17755.73058,-2983.663763, , ,-1.360681624, 
1,31.18,17883.3,17933.25506,17753.2245,-2672.215059, , ,-0.181923727, 
1,31.19,17673.3,17928.45543,17750.71837,-2877.415429, , ,1.663842843, 
1,31.2,17663.3,17923.70366,17748.21219,-2882.663664, , ,-2.856462798, 
1,31.21,17753.3,17918.99839,17745.70596,-2787.958386, , ,-0.579605859, 
1,31.22,17976.7,17914.33847,17743.19968,-2559.898469, , ,-2.912590332, 
1,31.23,17616.7,17909.72269,17740.69336,-2915.282691, , ,-2.840682758, 
1,31.24,17730,17905.14993,17738.18701,-2797.409926, , ,-1.584119808, 
1,31.25,17573.3,17900.61904,17735.68062,-2949.579041, , ,-0.624702203, 
1,31.26,17276.7,17896.129,17733.17421,-3241.688998, , ,-0.355202847, 
1,31.27,17683.3,17891.67879,17730.66777,-2830.638789, , ,1.88793339, 
1,31.28,17603.3,17887.26736,17728.1613,-2906.227357, , ,-1.502120131, 
1,31.29,17916.7,17882.89378,17725.65482,-2588.453776, , ,0.141569299, 
1,31.3,17793.3,17878.5571,17723.14833,-2707.517101, , ,0.122217442, 
1,31.31,17336.7,17874.25642,17720.64183,-3159.816423, , ,0.740911295, 
1,31.32,17606.7,17869.99087,17718.13532,-2885.550874, , ,-0.161281342, 
1,31.33,17770,17865.75959,17715.62881,-2718.019594, , ,1.469103362, 
1,31.34,17743.3,17861.56178,17713.12231,-2740.521783, , ,0.2165682, 
1,31.35,18086.7,17857.39661,17710.61581,-2392.956611, , ,-1.426657614, 
1,31.36,17746.7,17853.26335,17708.10932,-2728.823345, , ,1.230550312, 
1,31.37,17603.3,17849.16119,17705.60284,-2868.121186, , ,-0.381315707, 
1,31.38,17893.3,17845.08946,17703.09639,-2574.049462, , ,0.657858644, 
1,31.39,17573.3,17841.04744,17700.58995,-2890.007444, , ,-5.008159301, 
1,31.4,17946.7,17837.03444,17698.08355,-2512.594445, , ,-2.376251585, 
1,31.41,17530,17833.04982,17695.57717,-2925.309816, , ,0.21166808, 
1,31.42,17683.3,17829.09291,17693.07083,-2768.052915, , ,-1.618417439, 
1,31.43,17776.7,17825.16312,17690.56453,-2670.723119, , ,-0.170952136, 
1,31.44,17830,17821.25982,17688.05828,-2613.519822, , ,-1.401838373, 
1,31.45,17703.3,17817.38243,17685.55207,-2736.342429, , ,0.065791279, 
1,31.46,17416.7,17813.5304,17683.04591,-3019.0904, , ,0.350166608, 
1,31.47,17750,17809.70316,17680.53981,-2681.963164, , ,-1.596102595, 
1,31.48,17403.3,17805.9002,17678.03377,-3024.860196, , ,1.313184926, 
1,31.49,17510,17802.12096,17675.5278,-2914.380955, , ,1.41834135, 
1,31.5,17576.7,17798.36497,17673.02189,-2843.924968, , ,-0.852189904, 
1,31.51,17590,17794.63171,17670.51606,-2826.891713, , ,-0.389160389, 
1,31.52,17920,17790.92074,17668.01031,-2493.180739, , ,1.11409378, 
1,31.53,17580,17787.23157,17665.50463,-2829.491569, , ,-0.627163326, 
1,31.54,17620,17783.56377,17662.99905,-2785.82377, , ,1.718073406, 
1,31.55,17670,17779.9169,17660.49355,-2732.176897, , ,1.842632565, 
1,31.56,17453.3,17776.29052,17657.98816,-2945.250518, , ,1.857156483, 
1,31.57,17723.3,17772.68424,17655.48286,-2671.644239, , ,-1.289661313, 
1,31.58,17523.3,17769.09766,17652.97766,-2868.057656, , ,1.15562338, 
1,31.59,17620,17765.53036,17650.47257,-2767.790358, , ,-3.212606276, 
1,31.6,17546.7,17761.982,17647.9676,-2837.542002, , ,0.002858345, 
1,31.61,17636.7,17758.4522,17645.46275,-2744.012197, , ,0.438351617, 
1,31.62,17870,17754.94059,17642.95801,-2507.200589, , ,-1.862090345, 
1,31.63,17943.3,17751.44684,17640.4534,-2430.40684, , ,0.193296569, 
1,31.64,17636.7,17747.9706,17637.94893,-2733.530605, , ,0.226328464, 
1,31.65,18190,17744.51156,17635.44459,-2176.771559, , ,3.417664289, 
1,31.66,17846.7,17741.06939,17632.94039,-2516.629385, , ,0.625747766, 
1,31.67,17706.7,17737.64377,17630.43633,-2653.203767, , ,1.72318475, 
1,31.68,17930,17734.23441,17627.93242,-2426.494408, , ,2.306660678, 
1,31.69,17340,17730.84101,17625.42867,-3013.101014, , ,1.342804292, 
1,31.7,17596.7,17727.4633,17622.92508,-2753.023305, , ,1.728784589, 
1,31.71,17436.7,17724.10099,17620.42165,-2909.660985, , ,-2.167374846, 
1,31.72,17770,17720.7538,17617.91838,-2573.013804, , ,0.297901594, 
1,31.73,17533.3,17717.4215,17615.41529,-2806.381502, , ,-0.345119138, 
1,31.74,17580,17714.10381,17612.91238,-2756.363808, , ,0.915513302, 
1,31.75,17480,17710.80047,17610.40964,-2853.060473, , ,1.411877101, 
1,31.76,17740,17707.51127,17607.90709,-2589.771266, , ,2.414809753, 
1,31.77,17513.3,17704.23596,17605.40474,-2813.195956, , ,-0.140315061, 
1,31.78,17576.7,17700.97431,17602.90258,-2746.534308, , ,1.82981542, 
1,31.79,17793.3,17697.7261,17600.40062,-2526.686097, , ,-1.917131546, 
1,31.8,17376.7,17694.49112,17597.89886,-2940.051117, , ,2.416192949, 
1,31.81,17430,17691.26914,17595.39732,-2883.529143, , ,0.035746736, 
1,31.82,17933.3,17688.05998,17592.89599,-2377.019978, , ,3.615021884, 
1,31.83,17473.3,17684.86342,17590.39488,-2833.823423, , ,1.207150607, 
1,31.84,17333.3,17681.67929,17587.89399,-2970.639287, , ,2.676362014, 
1,31.85,17603.3,17678.50738,17585.39333,-2697.467379, , ,1.169119499, 
1,31.86,17400,17675.34753,17582.89291,-2897.607527, , ,0.903709438, 
1,31.87,17960,17672.19953,17580.39272,-2334.459525, , ,0.052910261, 
1,31.88,17526.7,17669.06323,17577.89278,-2764.623231, , ,-1.211967013, 
1,31.89,17506.7,17665.93847,17575.39308,-2781.498472, , ,1.579564902, 
1,31.9,17650,17662.82506,17572.89364,-2635.085064, , ,-1.916876105, 
1,31.91,17546.7,17659.72287,17570.39446,-2735.282872, , ,2.071342279, 
1,31.92,17860,17656.63173,17567.89553,-2418.891734, , ,0.776888311, 
1,31.93,17730,17653.5515,17565.39688,-2545.811496, , ,-1.052758424, 
1,31.94,17710,17650.48202,17562.8985,-2562.742019, , ,-1.988585025, 
1,31.95,17383.3,17647.42315,17560.40039,-2886.383146, , ,-1.305076419, 
1,31.96,17690,17644.37477,17557.90257,-2576.634766, , ,-1.147409402, 
1,31.97,17766.7,17641.33673,17555.40504,-2496.896727, , ,0.457892612, 
1,31.98,17263.3,17638.30891,17552.90779,-2997.268911, , ,0.208014666, 
1,31.99,17586.7,17635.29118,17550.41085,-2670.851177, , ,-1.132030521, 
1,32,17640,17632.28342,17547.9142,-2614.543422, , ,-2.830878256, 
1,32.01,17796.7,17629.28552,17545.41787,-2454.845523, , ,0.109871589, 
1,32.02,18130,17626.29735,17542.92184,-2118.557351, , ,-3.486436396, 
1,32.03,17723.3,17623.31881,17540.42613,-2522.278809, , ,0.869808186, 
1,32.04,17593.3,17620.3498,17537.93074,-2649.309795, , ,0.144095825, 
1,32.05,17163.3,17617.39019,17535.43568,-3076.350193, , ,0.636490244, 
1,32.06,17656.7,17614.43992,17532.94095,-2579.999917, , ,0.766677763, 
1,32.07,17570,17611.49885,17530.44656,-2663.75885, , ,1.862040428, 
1,32.08,17416.7,17608.56691,17527.95251,-2814.126908, , ,-1.721754458, 
1,32.09,17646.7,17605.64401,17525.45881,-2581.204011, , ,-1.338300873, 
1,32.1,17720,17602.73006,17522.96545,-2504.990062, , ,0.134802972, 
1,32.11,17283.3,17599.82497,17520.47246,-2938.784965, , ,-2.917312767, 
1,32.12,17490,17596.92866,17517.97982,-2729.18866, , ,-0.309843235, 
1,32.13,17376.7,17594.04106,17515.48756,-2839.60106, , ,0.747709313, 
1,32.14,17776.7,17591.16208,17512.99566,-2436.722084, , ,-2.041365065, 
1,32.15,17596.7,17588.29166,17510.50414,-2613.851657, , ,-2.534070377, 
1,32.16,17570,17585.42972,17508.01301,-2637.689723, , ,-0.461638988, 
1,32.17,17093.3,17582.57622,17505.52226,-3111.536216, , ,1.74672812, 
1,32.18,17203.3,17579.73105,17503.0319,-2998.691052, , ,0.067097557, 
1,32.19,17410,17576.89418,17500.54194,-2789.154185, , ,-0.78549805, 
1,32.2,17616.7,17574.06555,17498.05238,-2579.625552, , ,-0.978368129, 
1,32.21,17686.7,17571.2451,17495.56323,-2506.8051, , ,-0.508353273, 
1,32.22,17886.7,17568.43278,17493.07449,-2303.992778, , ,-0.473359295, 
1,32.23,17603.3,17565.62852,17490.58617,-2584.588523, , ,0.547794803, 
1,32.24,17690,17562.8323,17488.09828,-2495.092302, , ,2.161026043, 
1,32.25,17396.7,17560.04406,17485.61081,-2785.60406, , ,3.312551858, 
1,32.26,17583.3,17557.26376,17483.12377,-2596.223757, , ,1.892125201, 
1,32.27,17230,17554.49135,17480.63717,-2946.751353, , ,-0.384981598, 
1,32.28,17483.3,17551.72682,17478.15102,-2690.686816, , ,1.125476707, 
1,32.29,17313.3,17548.9701,17475.66531,-2857.930099, , ,2.889418232, 
1,32.3,17246.7,17546.22117,17473.18006,-2921.781174, , ,0.442739063, 
1,32.31,17493.3,17543.48002,17470.69526,-2672.440019, , ,-2.115904746, 
1,32.32,17413.3,17540.7466,17468.21093,-2749.706598, , ,-1.276304425, 
1,32.33,17436.7,17538.02089,17465.72707,-2723.580891, , ,-2.145000319, 
1,32.34,17530,17535.30287,17463.24368,-2627.562867, , ,-0.341474138, 
1,32.35,17860,17532.59251,17460.76078,-2294.852514, , ,-1.342912099, 
1,32.36,17720,17529.88981,17458.27835,-2432.149814, , ,1.290925008, 
1,32.37,17736.7,17527.19475,17455.79642,-2412.754748, , ,-1.304803805, 
1,32.38,17706.7,17524.50731,17453.31498,-2440.067306, , ,0.39842165, 
1,32.39,17726.7,17521.82748,17450.83404,-2417.387481, , ,-1.198755631, 
1,32.4,17606.7,17519.15525,17448.35361,-2534.715255, , ,0.457749045, 
1,32.41,17423.3,17516.49064,17445.87369,-2715.450638, , ,-0.197566142, 
1,32.42,17930,17513.83361,17443.39428,-2206.093607, , ,-0.191341392, 
1,32.43,17316.7,17511.18419,17440.9154,-2816.744186, , ,0.065859504, 
1,32.44,17546.7,17508.54236,17438.43704,-2584.102364, , ,-0.088402779, 
1,32.45,17770,17505.90815,17435.95921,-2358.168147, , ,-0.518567591, 
1,32.46,17810,17503.28155,17433.48192,-2315.54155, , ,-1.181597787, 
1,32.47,17320,17500.66257,17431.00517,-2802.92257, , ,-2.521958008, 
1,32.48,17486.7,17498.05123,17428.52897,-2633.611232, , ,-1.658538276, 
1,32.49,17743.3,17495.44754,17426.05332,-2374.407545, , ,1.938355073, 
1,32.5,17433.3,17492.85153,17423.57823,-2681.811527, , ,-0.42769509, 
1,32.51,17453.3,17490.26321,17421.10371,-2659.223209, , ,2.195542203, 
1,32.52,17143.3,17487.68261,17418.62975,-2966.642609, , ,-2.669099995, 
1,32.53,17300,17485.10974,17416.15636,-2807.369745, , ,0.040802883, 
1,32.54,17606.7,17482.54466,17413.68355,-2498.104662, , ,-1.732519547, 
1,32.55,17426.7,17479.98738,17411.21133,-2675.547381, , ,3.580919604, 
1,32.56,17233.3,17477.43794,17408.73969,-2866.397942, , ,-1.102949434, 
1,32.57,17323.3,17474.89639,17406.26865,-2773.856386, , ,0.805451694, 
1,32.58,17290,17472.36275,17403.79821,-2804.622749, , ,-1.772665311, 
1,32.59,17226.7,17469.83708,17401.32838,-2865.397075, , ,0.351742458, 
1,32.6,17746.7,17467.31943,17398.85915,-2342.879425, , ,1.312182947, 
1,32.61,17393.3,17464.80983,17396.39054,-2693.769829, , ,-2.93869334, 
1,32.62,17390,17462.30835,17393.92255,-2694.568351, , ,-0.289515633, 
1,32.63,17673.3,17459.81506,17391.45519,-2408.775059, , ,-2.447565697, 
1,32.64,17420,17457.32999,17388.98846,-2659.589994, , ,-0.082279862, 
1,32.65,17420,17454.85323,17386.52236,-2657.113228, , ,-1.028764426, 
1,32.66,17143.3,17452.38484,17384.05691,-2931.344837, , ,-1.703318053, 
1,32.67,17543.3,17449.92488,17381.5921,-2528.884881, , ,-2.147435293, 
1,32.68,16950,17447.47345,17379.12795,-3119.733448, , ,-1.869066044, 
1,32.69,17070,17445.0306,17376.66445,-2997.290599, , ,-0.455574844, 
1,32.7,16890,17442.59643,17374.20162,-3174.856429, , ,-0.203284314, 
1,32.71,17240,17440.17102,17371.73946,-2822.431023, , ,-1.316646959, 
1,32.72,17430,17437.75447,17369.27797,-2630.014472, , ,-2.322827256, 
1,32.73,17093.3,17435.34687,17366.81715,-2964.306866, , ,2.237696486, 
1,32.74,17343.3,17432.94831,17364.35703,-2711.908312, , ,-0.930728602, 
1,32.75,17276.7,17430.55891,17361.89759,-2776.118913, , ,0.497659966, 
1,32.76,17066.7,17428.17876,17359.43884,-2983.738762, , ,0.861458036, 
1,32.77,17186.7,17425.80799,17356.9808,-2861.367991, , ,-1.103692536, 
1,32.78,17360,17423.44671,17354.52346,-2685.706715, , ,0.992028398, 
1,32.79,17150,17421.09505,17352.06684,-2893.355048, , ,3.194665791, 
1,32.8,17130,17418.75312,17349.61092,-2911.01312, , ,-0.143256608, 
1,32.81,17073.3,17416.42107,17347.15573,-2965.381072, , ,-1.214559159, 
1,32.82,17103.3,17414.09903,17344.70127,-2933.05903, , ,3.948945845, 
1,32.83,17430,17411.78715,17342.24754,-2604.047148, , ,-2.066127512, 
1,32.84,16930,17409.48557,17339.79454,-3101.745573, , ,0.620505435, 
1,32.85,17146.7,17407.19447,17337.34229,-2882.754468, , ,-1.190718168, 
1,32.86,17010,17404.91398,17334.89079,-3017.173978, , ,1.000199036, 
1,32.87,17273.3,17402.64429,17332.44003,-2751.604286, , ,-1.50648883, 
1,32.88,16990,17400.38556,17329.99004,-3032.645557, , ,-1.676698312, 
1,32.89,17126.7,17398.13798,17327.54081,-2893.697983, , ,-0.820944931, 
1,32.9,17243.3,17395.90175,17325.09235,-2774.861745, , ,1.914222539, 
1,32.91,17373.3,17393.67704,17322.64466,-2642.637042, , ,3.067287058, 
1,32.92,16886.7,17391.46408,17320.19775,-3127.02408, , ,-0.703492116, 
1,32.93,17263.3,17389.26307,17317.75163,-2748.223066, , ,-2.701873945, 
1,32.94,16800,17387.07422,17315.3063,-3209.334222, , ,-1.442247693, 
1,32.95,17556.7,17384.89778,17312.86176,-2450.45778, , ,1.122276515, 
1,32.96,17360,17382.73396,17310.41802,-2644.993962, , ,0.722744281, 
1,32.97,17043.3,17380.58304,17307.97509,-2959.543037, , ,-3.329898555, 
1,32.98,17463.3,17378.44524,17305.53297,-2537.405244, , ,-1.970336197, 
1,32.99,17270,17376.32085,17303.09166,-2728.580853, , ,-2.003975906, 
1,33,17396.7,17374.21014,17300.65118,-2599.770136, , ,-0.006226328, 
1,33.01,17236.7,17372.11338,17298.21152,-2757.673383, , ,-1.624672099, 
1,33.02,17146.7,17370.03089,17295.7727,-2845.590892, , ,1.772066239, 
1,33.03,16876.7,17367.96297,17293.33471,-3113.522968, , ,-4.560707922, 
1,33.04,17293.3,17365.90993,17290.89757,-2694.869927, , ,3.030545623, 
1,33.05,17233.3,17363.87211,17288.46127,-2752.83211, , ,-1.855495207, 
1,33.06,17333.3,17361.84986,17286.02583,-2650.80986, , ,1.272661032, 
1,33.07,17546.7,17359.84354,17283.59125,-2435.403544, , ,-3.462641369, 
1,33.08,17406.7,17357.85351,17281.15753,-2573.413514, , ,1.228272987, 
1,33.09,16743.3,17355.88018,17278.72468,-3234.840176, , ,0.571165902, 
1,33.1,17163.3,17353.92392,17276.2927,-2812.883925, , ,0.605391839, 
1,33.11,17190,17351.98519,17273.8616,-2784.245188, , ,-0.614282332, 
1,33.12,17573.3,17350.06439,17271.43139,-2399.024387, , ,-0.486701632, 
1,33.13,17183.3,17348.16199,17269.00206,-2787.121987, , ,-1.388481043, 
1,33.14,17280,17346.27845,17266.57364,-2688.538453, , ,-0.955768328, 
1,33.15,17723.3,17344.41428,17264.14611,-2243.374279, , ,3.18374509, 
1,33.16,17406.7,17342.56998,17261.71949,-2558.129978, , ,-1.240356928, 
1,33.17,17590,17340.74607,17259.29378,-2373.006071, , ,-0.341896521, 
1,33.18,17680,17338.94311,17256.86898,-2281.203115, , ,0.597664471, 
1,33.19,17610,17337.16169,17254.44511,-2349.421687, , ,0.212325474, 
1,33.2,17756.7,17335.40238,17252.02216,-2200.962379, , ,0.63972205, 
1,33.21,17856.7,17333.66582,17249.60015,-2099.225819, , ,2.101068314, 
1,33.22,18036.7,17331.95266,17247.17907,-1917.512662, , ,0.309236768, 
1,33.23,18100,17330.26359,17244.75893,-1852.523586, , ,0.015514101, 
1,33.24,18006.7,17328.59928,17242.33975,-1944.159284, , ,0.88315951, 
1,33.25,18010,17326.96049,17239.92151,-1939.220495, , ,-0.527737008, 
1,33.26,17273.3,17325.34801,17237.50423,-2674.30801, , ,0.063798011, 
1,33.27,17186.7,17323.76259,17235.08792,-2759.322594, , ,1.185003338, 
1,33.28,17533.3,17322.20512,17232.67257,-2411.165118, , ,-0.481559799, 
1,33.29,17436.7,17320.67643,17230.2582,-2506.236431, , ,1.523235645, 
1,33.3,17706.7,17319.17745,17227.8448,-2234.737453, , ,-1.052828499, 
1,33.31,17533.3,17317.70914,17225.43239,-2406.669136, , ,-0.506759846, 
1,33.32,17506.7,17316.27248,17223.02097,-2431.832483, , ,-1.793401748, 
1,33.33,17713.3,17314.86853,17220.61054,-2223.828527, , ,0.857692832, 
1,33.34,17330,17313.49836,17218.20112,-2605.758361, , ,-1.332936077, 
1,33.35,17246.7,17312.16311,17215.79269,-2687.723106, , ,-2.343623878, 
1,33.36,17896.7,17310.86398,17213.38528,-2036.423977, , ,-1.274510422, 
1,33.37,17340,17309.60221,17210.97888,-2591.86221, , ,-0.775452719, 
1,33.38,17590,17308.37912,17208.5735,-2340.639117, , ,1.026339028, 
1,33.39,17540,17307.19605,17206.16915,-2389.456054, , ,0.171204756, 
1,33.4,17526.7,17306.05447,17203.76582,-2401.61447, , ,0.920932611, 
1,33.41,17606.7,17304.95586,17201.36353,-2320.515863, , ,1.274152228, 
1,33.42,17096.7,17303.90181,17198.96228,-2829.461814, , ,0.953909549, 
1,33.43,17563.3,17302.89397,17196.56208,-2361.853966, , ,-0.043310527, 
1,33.44,17583.3,17301.93408,17194.16293,-2340.894076, , ,1.009780296, 
1,33.45,17300,17301.02396,17191.76483,-2623.283962, , ,-0.10497154, 
1,33.46,17216.7,17300.16554,17189.3678,-2705.725544, , ,-1.79635214, 
1,33.47,17443.3,17299.36083,17186.97183,-2478.320833, , ,-0.331978136, 
1,33.48,17190,17298.61197,17184.57693,-2730.871973, , ,0.955473189, 
1,33.49,17196.7,17297.92118,17182.18311,-2723.481178, , ,0.633372111, 
1,33.5,17436.7,17297.29081,17179.79036,-2482.850806, , ,-0.345561208, 
1,33.51,17116.7,17296.72333,17177.39871,-2802.283334, , ,-1.355206846, 
1,33.52,17420,17296.22139,17175.00815,-2498.481389, , ,-0.152741672, 
1,33.53,17193.3,17295.78771,17172.61868,-2724.74771, , ,-1.587265084, 
1,33.54,17283.3,17295.42521,17170.23031,-2634.385209, , ,0.833420858, 
1,33.55,17370,17295.13696,17167.84306,-2547.396958, , ,1.09156438, 
1,33.56,17446.7,17294.9262,17165.45691,-2470.486199, , ,-3.129366483, 
1,33.57,17000,17294.79637,17163.07188,-2917.056374, , ,1.606151237, 
1,33.58,17350,17294.7511,17160.68797,-2567.0111, , ,-1.958093567, 
1,33.59,17113.3,17294.79421,17158.30519,-2803.754214, , ,0.49305044, 
1,33.6,16763.3,17294.92978,17155.92354,-3153.889782, , ,0.936993113, 
1,33.61,16850,17295.16211,17153.54302,-3067.422113, , ,-2.122513044, 
1,33.62,16903.3,17295.49577,17151.16365,-3014.455769, , ,1.009179298, 
1,33.63,17286.7,17295.93563,17148.78543,-2631.495628, , ,-2.193000551, 
1,33.64,17036.7,17296.48682,17146.40835,-2882.04682, , ,1.614615889, 
1,33.65,17793.3,17297.15481,17144.03244,-2126.114809, , ,-0.558209248, 
1,33.66,16893.3,17297.94545,17141.65768,-3026.905453, , ,-1.124987437, 
1,33.67,17120,17298.8649,17139.2841,-2801.124905, , ,-1.030459741, 
1,33.68,17300,17299.91978,17136.91168,-2622.179779, , ,-2.839388941, 
1,33.69,17460,17301.11713,17134.54044,-2463.377134, , ,-0.961118715, 
1,33.7,17543.3,17302.46445,17132.17038,-2381.424448, , ,-2.435045319, 
1,33.71,17166.7,17303.96975,17129.80151,-2759.529747, , ,0.120573197, 
1,33.72,16903.3,17305.6416,17127.43383,-3024.601601, , ,-0.751419314, 
1,33.73,17073.3,17307.48919,17125.06735,-2856.449186, , ,-1.510267258, 
1,33.74,17733.3,17309.52228,17122.70207,-2198.482285, , ,-1.583386145, 
1,33.75,17030,17311.75143,17120.33799,-2904.011427, , ,0.420723382, 
1,33.76,17573.3,17314.18789,17117.97513,-2363.147894, , ,-0.662999865, 
1,33.77,17050,17316.8438,17115.61348,-2889.103797, , ,-0.83041742, 
1,33.78,17066.7,17319.73219,17113.25305,-2875.292186, , ,0.626117429, 
1,33.79,17246.7,17322.86699,17110.89385,-2698.426991, , ,-1.951101787, 
1,33.8,16950,17326.26336,17108.53588,-2998.523361, , ,-3.127129267, 
1,33.81,16890,17329.93757,17106.17915,-3062.197572, , ,0.26752132, 
1,33.82,17136.7,17333.90717,17103.82365,-2819.467174, , ,0.077086481, 
1,33.83,17356.7,17338.19115,17101.46941,-2603.751146, , ,2.313823602, 
1,33.84,17186.7,17342.81009,17099.11641,-2778.370088, , ,1.382004026, 
1,33.85,17446.7,17347.78618,17096.76466,-2523.346183, , ,0.982433075, 
1,33.86,17396.7,17353.14366,17094.41418,-2578.703656, , ,0.931965428, 
1,33.87,17403.3,17358.90876,17092.06496,-2577.868755, , ,-0.434608061, 
1,33.88,17586.7,17365.10999,17089.71701,-2400.669989, , ,-0.154792738, 
1,33.89,17616.7,17371.77854,17087.37034,-2377.338543, , ,2.619589782, 
1,33.9,17246.7,17378.94831,17085.02494,-2754.508313, , ,1.128269356, 
1,33.91,17253.3,17386.6564,17082.68083,-2755.616404, , ,0.725888614, 
1,33.92,17293.3,17394.94346,17080.33801,-2723.903461, , ,0.204958698, 
1,33.93,17556.7,17403.85398,17077.99648,-2469.413979, , ,3.893976719, 
1,33.94,17266.7,17413.43688,17075.65625,-2768.996883, , ,2.484201559, 
1,33.95,17066.7,17423.74592,17073.31732,-2979.305919, , ,2.502470364, 
1,33.96,16870,17434.8404,17070.9797,-3187.1004, , ,-1.257681103, 
1,33.97,17033.3,17446.78582,17068.64339,-3035.745817, , ,3.485896014, 
1,33.98,17056.7,17459.65463,17066.3084,-3025.214625, , ,1.208240745, 
1,33.99,17433.3,17473.5271,17063.97473,-2662.487105, , ,-3.14322396, 
1,34,17323.3,17488.49252,17061.64239,-2787.452522, , ,-0.947496097, 
1,34.01,16960,17504.6503,17059.31138,-3166.910304, , ,0.488292991, 
1,34.02,17146.7,17522.11135,17056.98171,-2997.671351, , ,0.411600053, 
1,34.03,17166.7,17540.99978,17054.65338,-2996.559783, , ,-0.870493131, 
1,34.04,17066.7,17561.45491,17052.32639,-3117.014906, , ,0.187569025, 
1,34.05,17103.3,17583.63326,17050.00075,-3102.593263, , ,-3.787954831, 
1,34.06,17416.7,17607.71143,17047.67647,-2813.271429, , ,-0.368816675, 
1,34.07,17346.7,17633.88926,17045.35355,-2909.449265, , ,-1.325901712, 
1,34.08,17620,17662.39322,17043.03199,-2664.65322, , ,0.984263963, 
1,34.09,17606.7,17693.48123,17040.7118,-2709.041228, , ,-2.105525765, 
1,34.1,17973.3,17727.44773,17038.39298,-2376.40773, , ,-0.113252552, 
1,34.11,17866.7,17764.6299,17036.07554,-2520.189904, , ,-2.649827424, 
1,34.12,18083.3,17805.41577,17033.75949,-2344.375766, , ,0.791511156, 
1,34.13,18106.7,17850.25277,17031.44482,-2365.812773, , ,-1.204414304, 
1,34.14,18010,17899.66022,17029.13154,-2511.92022, , ,-1.068994968, 
1,34.15,18100,17954.24245,17026.81966,-2476.502453, , ,1.449022557, 
1,34.16,18663.3,18014.70747,17024.50918,-1973.667469, , ,-1.730725442, 
1,34.17,18550,18081.88965,17022.20011,-2154.149649, , ,-3.716329342, 
1,34.18,18180,18156.78083,17019.89245,-2599.040831, , ,-0.769186443, 
1,34.19,18596.7,18240.57248,17017.5862,-2266.132482, , ,-1.373737352, 
1,34.2,19170,18334.71653,17015.28137,-1786.976527, , ,0.72766043, 
1,34.21,19333.3,18441.01377,17012.97796,-1729.973773, , ,-3.705146193, 
1,34.22,19273.3,18561.74457,17010.67599,-1910.704574, , ,-0.757175454, 
1,34.23,19413.3,18699.86261,17008.37544,-1908.822608, , ,1.03006451, 
1,34.24,19813.3,18859.27288,17006.07633,-1668.23288, , ,-3.007368411, 
1,34.25,19796.7,19045.21986,17003.77867,-1870.779858, , ,-0.357498441, 
1,34.26,20223.3,19264.797,17001.48245,-1663.757003, , ,-0.486300081, 
1,34.27,20216.7,19527.57274,16999.18768,-1933.13274, , ,4.13266824, 
1,34.28,21270,19846.28672,16996.89436,-1198.546723, , ,-2.806140275, 
1,34.29,21726.7,20237.51435,16994.60251,-1133.074348, , ,-0.539515691, 
1,34.3,21756.7,20722.15542,16992.31212,-1587.715423, , ,-5.16690725, 
1,34.31,22546.7,21325.53468,16990.0232,-1401.094683, , ,-1.036542961, 
1,34.32,23103.3,22076.9146,16987.73575,-1595.874604, , ,1.601714694, 
1,34.33,23900,23008.21152,16985.44978,-1730.471525, , ,3.407285391, 
1,34.34,24646.7,24151.71958,16983.16528,-2127.279576, , ,1.791585056, 
1,34.35,25793.3,25536.52717,16980.88228,-2365.487168, , ,-0.745561124, 
1,34.36,27023.3,27182.83923,16978.60077,-2781.799233, , ,-0.090548402, 
1,34.37,28516.7,29092.54261,16976.32075,-3198.10261, , ,0.111571806, 
1,34.38,29856.7,31233.28533,16974.04223,-3998.845326, , ,1.257050251, 
1,34.39,31600,33514.13933,16971.76521,-4536.39933, , ,-0.409174018, 
1,34.4,34136.7,35758.54742,16969.4897,-4244.107417, , ,0.456370618, 
1,34.41,36266.7,37699.08133,16967.2157,-4054.641333, , ,-0.408493262, 
1,34.42,38303.3,39035.43055,16964.94322,-3354.390548, , ,2.546386328, 
1,34.43,38840,39565.86929,16962.67226,-3348.129288, , ,-0.289863684, 
1,34.44,39986.7,39308.56651,16960.40282,-1944.126509, , ,-0.325631554, 
